EventName
UFC on Fox: Teixeira vs. Evans
UFC Fight Night: Rothwell vs. dos Santos
UFC Fight Night: Hunt vs. Mir
UFC 196: McGregor vs. Diaz
UFC Fight Night: Silva vs. Bisping
UFC Fight Night: Cowboy vs. Cowboy
UFC Fight Night: Hendricks vs. Thompson
UFC on Fox: Johnson vs. Bader
UFC Fight Night: Dillashaw vs. Cruz
UFC 195: Lawler vs. Condit
UFC on Fox: dos Anjos vs. Cowboy 2
UFC 194: Aldo vs. McGregor
The Ultimate Fighter: Team McGregor vs. Team Faber Finale
UFC Fight Night: Namajunas vs. VanZant
UFC Fight Night: Henderson vs. Masvidal
The Ultimate Fighter Latin America 2 Finale: Magny vs. Gastelum
UFC 193: Rousey vs. Holm
UFC Fight Night: Belfort vs. Henderson 3
UFC Fight Night: Holohan vs. Smolka
UFC 192: Cormier vs. Gustafsson
UFC Fight Night: Barnett vs. Nelson
UFC 191: Johnson vs. Dodson 2
UFC Fight Night: Holloway vs. Oliveira
UFC Fight Night: Teixeira vs. Saint Preux
UFC 190: Rousey vs. Correia
UFC on Fox: Dillashaw vs. Barão 2
UFC Fight Night: Bisping vs. Leites
UFC Fight Night: Mir vs. Duffee
The Ultimate Fighter: American Top Team vs. Blackzilians Finale
UFC 189: Mendes vs. McGregor
UFC Fight Night: Machida vs. Romero
UFC Fight Night: Jędrzejczyk vs. Penne
UFC 188: Velasquez vs. Werdum
UFC Fight Night: Boetsch vs. Henderson
UFC Fight Night: Condit vs. Alves
UFC 187: Johnson vs. Cormier
UFC Fight Night: Edgar vs. Faber
UFC Fight Night: Miocic vs. Hunt
UFC 186: Johnson vs. Horiguchi
UFC on Fox: Machida vs. Rockhold
UFC Fight Night: Gonzaga vs. Cro Cop 2
UFC Fight Night: Mendes vs. Lamas
UFC Fight Night: Maia vs. LaFlare
UFC 185: Pettis vs. dos Anjos
UFC 184: Rousey vs. Zingano
UFC Fight Night: Bigfoot vs. Mir
UFC Fight Night: Henderson vs. Thatch
UFC 183: Silva vs. Diaz
UFC on Fox: Gustafsson vs. Johnson
UFC Fight Night: McGregor vs. Siver
UFC 182: Jones vs. Cormier
UFC Fight Night: Machida vs. Dollaway
UFC on Fox: dos Santos vs. Miocic
